"","Year","quarter","mkt_fare","citymarketid_1","citymarketid_2","city1","city2","carairlineid","car","carpax","carpaxshare","caravgfare","fareinc_min","fareinc_minpaxsh","fareinc_max","fare_inc_maxpaxsh","fare_inc_x3paxsh","Geocoded_City1","Geocoded_City2","tbl5pk","lat1","lon1","lat2","lon2","distance"
"345",2014,"2",279.92,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",19790,"DL",27060,0.95,281.34,150,0.08,375,0.06,0.11,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cincinnati, OH
(39.104427, -84.513808)","20142303973310519790DL",33.84982,-84.43827,39.10312,-84.51202,583.783820212605
"346",2013,"1",330.13,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",19977,"UA",7150,0.29,331.61,175,0.13,500,0.1,0.17,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Philadelphia, PA
(39.951061, -75.16562)","20131306473410019977UA",41.49932,-81.69436,39.95258,-75.16522,575.89102774895
"347",2015,"2",374.22,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",19790,"DL",8030,0.38,401.13,200,0.05,675,0.07,0.24,"Cincinnati, OH
(39.104427, -84.513808)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20152331053165019790DL",39.10312,-84.51202,44.93748,-93.201,965.840631274325
"348",2012,"1",356.57,30977,33105,"Chicago, IL","Cincinnati, OH",19790,"DL",8690,0.35,343.37,225,0.1,475,0.23,0.0012,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)","20121309773310519790DL",41.87811,-87.6298,39.10312,-84.51202,405.529313491306
"349",2015,"3",356.48,30397,30693,"Atlanta, GA (Metropolitan Area)","Nashville, TN",19790,"DL",7450,0.47,367.76,225,0.05,500,0.08,0.01,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Nashville, TN
(36.166687, -86.779932)","20153303973069319790DL",33.84982,-84.43827,36.16266,-86.7816,333.950427798038
"350",2014,"2",260.56,30423,31123,"Austin, TX","St. Louis, MO",19393,"WN",13200,0.65,268.29,175,0.12,425,0.05,0.003,"Austin, TX
(30.264979, -97.746598)","St. Louis, MO
(38.630276, -90.200309)","20142304233112319393WN",30.26715,-97.74306,38.627,-90.1994,1156.94357037087
"351",2012,"1",328.75,33105,34100,"Cincinnati, OH","Philadelphia, PA",20355,"US",11950,0.62,335.88,150,0.05,500,0.05,0.2,"Cincinnati, OH
(39.104427, -84.513808)","Philadelphia, PA
(39.951061, -75.16562)","20121331053410020355US",39.10312,-84.51202,39.95258,-75.16522,806.262528481617
"352",2014,"1",315.3,30194,33244,"Dallas/Fort Worth, TX","Memphis, TN",19790,"DL",3630,0.17,354.4,125,0.06,500,0.08,0.47,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Memphis, TN
(35.143378, -90.052136)","20141301943324419790DL",32.70788,-96.92091,35.14953,-90.04898,689.026161153083
"353",2012,"2",322.6,30868,30852,"Columbia, SC","Washington, DC (Metropolitan Area)",19790,"DL",1850,0.11,274.91,150,0.22,475,0.05,0.16,"Columbia, SC
(39.962649, -82.996216)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)","20122308683085219790DL",34.00071,-81.03481,39.12897,-77.37838,656.52493395273
"354",2015,"1",327.56,33105,34100,"Cincinnati, OH","Philadelphia, PA",19790,"DL",3130,0.15,294.43,175,0.08,400,0.09,0.01,"Cincinnati, OH
(39.104427, -84.513808)","Philadelphia, PA
(39.951061, -75.16562)","20151331053410019790DL",39.10312,-84.51202,39.95258,-75.16522,806.262528481617
"355",2012,"3",302.63,33198,31650,"Kansas City, MO","Minneapolis/St. Paul, MN",19393,"WN",4270,0.14,229.93,125,0.09,375,0.07,0.0094,"Kansas City, MO
(39.099792, -94.578559)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20123331983165019393WN",39.09973,-94.57857,44.93748,-93.201,658.554590337954
"356",2013,"2",362.93,30194,33244,"Dallas/Fort Worth, TX","Memphis, TN",19790,"DL",5410,0.29,378.46,125,0.05,625,0.05,0.55,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Memphis, TN
(35.143378, -90.052136)","20132301943324419790DL",32.70788,-96.92091,35.14953,-90.04898,689.026161153083
"357",2015,"1",284.97,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",19790,"DL",3830,0.14,361.89,175,0.06,650,0.08,0.22,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Columbus, OH
(39.962649, -82.996216)","20151307213106619790DL",42.36008,-71.05888,39.96118,-82.99879,1032.84283860022
"358",2012,"4",110.08,34570,34614,"Reno, NV","Salt Lake City, UT",19393,"WN",8140,0.38,102.32,75,0.21,150,0.13,0.01,"Reno, NV
(30.177159, -95.162771)","Salt Lake City, UT
(40.758478, -111.888142)","20124345703461419393WN",39.52992,-119.81427,40.76078,-111.89105,686.508211881779
"359",2015,"1",260.39,30994,34100,"Charleston, SC","Philadelphia, PA",20355,"US",6160,0.41,272.72,150,0.12,350,0.08,0.09,"Charleston, SC
(32.77647, -79.931027)","Philadelphia, PA
(39.951061, -75.16562)","20151309943410020355US",32.77647,-79.93105,39.95258,-75.16522,903.913081067873
"360",2013,"3",289.43,33105,34100,"Cincinnati, OH","Philadelphia, PA",20355,"US",7500,0.3,294.67,150,0.08,475,0.06,0.1,"Cincinnati, OH
(39.104427, -84.513808)","Philadelphia, PA
(39.951061, -75.16562)","20133331053410020355US",39.10312,-84.51202,39.95258,-75.16522,806.262528481617
"361",2012,"1",260.61,35096,30852,"Syracuse, NY","Washington, DC (Metropolitan Area)",19977,"UA",4180,0.25,262.53,100,0.09,400,0.15,0.46,"Syracuse, NY
(43.047945, -76.147448)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)","20121350963085219977UA",43.04812,-76.14742,39.12897,-77.37838,447.516740233774
"362",2013,"4",311.37,30977,34524,"Chicago, IL","Richmond, VA",19977,"UA",10850,0.42,340.04,175,0.1,625,0.05,0.15,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)","20134309773452419977UA",41.87811,-87.6298,37.54072,-77.43605,994.839788887037
"363",2012,"1",118.02,30325,33316,"Denver, CO","Omaha, NE",19393,"WN",24470,0.42,107.67,75,0.33,175,0.13,0.01,"Denver, CO
(39.738453, -104.984853)","Omaha, NE
(46.07035, -93.666319)","20121303253331619393WN",39.73924,-104.99025,41.25654,-95.9345,783.157974982915
"364",2012,"4",330.42,30977,33105,"Chicago, IL","Cincinnati, OH",19805,"AA",10440,0.36,307.02,100,0.05,475,0.17,0.5,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)","20124309773310519805AA",41.87811,-87.6298,39.10312,-84.51202,405.529313491306
"365",2014,"3",284.7,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",19790,"DL",13930,0.45,292.03,150,0.07,500,0.05,0.11,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cincinnati, OH
(39.104427, -84.513808)","20143303973310519790DL",33.84982,-84.43827,39.10312,-84.51202,583.783820212605
"366",2014,"1",276.38,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",19790,"DL",13760,0.53,298.65,75,0.06,475,0.12,0.63,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Charlotte, NC
(35.222936, -80.840161)","20141303973105719790DL",33.84982,-84.43827,35.22709,-80.84313,362.893125160433
"367",2015,"2",327.53,32337,31703,"Indianapolis, IN","New York City, NY (Metropolitan Area)",19790,"DL",15230,0.16,370.66,175,0.06,325,0.05,0.26,"Indianapolis, IN
(39.76845, -86.156212)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20152323373170319790DL",39.7684,-86.15807,40.71278,-74.00597,1035.25507065128
"368",2012,"1",262.21,31057,34100,"Charlotte, NC","Philadelphia, PA",20355,"US",40830,0.82,279.96,150,0.08,400,0.05,0.04,"Charlotte, NC
(35.222936, -80.840161)","Philadelphia, PA
(39.951061, -75.16562)","20121310573410020355US",35.22709,-80.84313,39.95258,-75.16522,724.709223883502
"369",2012,"4",373.56,30977,31834,"Chicago, IL","Fayetteville, AR",19805,"AA",11390,0.75,357.57,225,0.17,575,0.2,0.02,"Chicago, IL
(41.775002, -87.696388)","Fayetteville, AR
(36.061928, -94.160583)","20124309773183419805AA",41.87811,-87.6298,36.06266,-94.16058,857.308767376018
"370",2013,"4",119.82,32211,30436,"Las Vegas, NV","Tucson, AZ",19393,"WN",34570,0.93,118.62,75,0.08,225,0.07,0.004,"Las Vegas, NV
(36.169202, -115.140597)","Tucson, AZ
(35.167852, -103.726151)","20134322113043619393WN",36.17156,-115.1391,32.25398,-110.97418,579.502017076147
"371",2013,"2",326.44,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",20355,"US",5960,0.14,237.15,150,0.07,275,0.14,0.03,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)","20132317033452420355US",40.71278,-74.00597,37.54072,-77.43605,459.989339956391
"372",2015,"4",306.33,33105,34100,"Cincinnati, OH","Philadelphia, PA",19790,"DL",3750,0.15,296.26,175,0.06,425,0.09,0.02,"Cincinnati, OH
(39.104427, -84.513808)","Philadelphia, PA
(39.951061, -75.16562)","20154331053410019790DL",39.10312,-84.51202,39.95258,-75.16522,806.262528481617
"373",2013,"4",339.79,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",20355,"US",15500,0.2,219.98,150,0.14,300,0.05,0.01,"Cincinnati, OH
(39.104427, -84.513808)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20134331053170320355US",39.10312,-84.51202,40.71278,-74.00597,912.600854313309
"374",2013,"4",288.39,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19393,"WN",3050,0.12,262.13,200,0.08,375,0.16,0,"Columbus, OH
(39.962649, -82.996216)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20134310663165019393WN",39.96118,-82.99879,44.93748,-93.201,1001.56185708247
"375",2014,"4",360.7,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",19805,"AA",1790,0.1,270.68,225,0.2,350,0.05,0.02,"Cincinnati, OH
(39.104427, -84.513808)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20144331053165019805AA",39.10312,-84.51202,44.93748,-93.201,965.840631274325
"376",2015,"1",407.36,30977,31834,"Chicago, IL","Fayetteville, AR",19805,"AA",5460,0.37,404.02,175,0.05,600,0.15,0.31,"Chicago, IL
(41.775002, -87.696388)","Fayetteville, AR
(36.061928, -94.160583)","20151309773183419805AA",41.87811,-87.6298,36.06266,-94.16058,857.308767376018
"377",2015,"1",261.67,31057,30693,"Charlotte, NC","Nashville, TN",20355,"US",9910,0.36,286.78,150,0.1,350,0.29,0.06,"Charlotte, NC
(35.222936, -80.840161)","Nashville, TN
(36.166687, -86.779932)","20151310573069320355US",35.22709,-80.84313,36.16266,-86.7816,545.80965011735
"378",2012,"3",268.59,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19790,"DL",6710,0.23,208.9,125,0.11,250,0.05,0.08,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20123330443170319790DL",38.25266,-85.75846,40.71278,-74.00597,1043.43815246109
"379",2013,"2",279.57,30868,30852,"Columbia, SC","Washington, DC (Metropolitan Area)",20355,"US",11050,0.62,274.22,125,0.28,525,0.05,0.22,"Columbia, SC
(39.962649, -82.996216)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)","20132308683085220355US",34.00071,-81.03481,39.12897,-77.37838,656.52493395273
"380",2015,"2",306.86,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19977,"UA",6540,0.13,330.46,175,0.1,600,0.05,0.18,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20152330443170319977UA",38.25266,-85.75846,40.71278,-74.00597,1043.43815246109
"381",2013,"2",278.21,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19393,"WN",4440,0.17,243.46,125,0.05,375,0.13,0.02,"Columbus, OH
(39.962649, -82.996216)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20132310663165019393WN",39.96118,-82.99879,44.93748,-93.201,1001.56185708247
"382",2012,"2",119.83,30325,33316,"Denver, CO","Omaha, NE",19977,"UA",14610,0.22,157.95,75,0.14,225,0.05,0.13,"Denver, CO
(39.738453, -104.984853)","Omaha, NE
(46.07035, -93.666319)","20122303253331619977UA",39.73924,-104.99025,41.25654,-95.9345,783.157974982915
"383",2012,"1",321.61,30372,32575,"Aspen, CO","Los Angeles, CA (Metropolitan Area)",19977,"UA",12820,0.75,331.3,200,0.13,350,0.05,0.1,"Aspen, CO
(39.190665, -106.819201)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","20121303723257519977UA",39.1911,-106.81754,34.05223,-118.24368,1166.7984210984
"384",2013,"2",287.46,31295,30529,"Detroit, MI","Hartford, CT",19790,"DL",13150,0.7,310.66,200,0.2,625,0.06,0.09,"Detroit, MI
(42.332916, -83.047853)","Hartford, CT
(41.765775, -72.673356)","20132312953052919790DL",42.33143,-83.04575,41.7658,-72.67337,857.647439195629
"385",2021,"1",118.33,30189,30466,"Colorado Springs, CO","Phoenix, AZ",19393,"WN",2440,0.2528,119.94,75,0.1926,200,0.0656,0.0287,"","","20211301893046619393WN",38.83388,-104.82136,33.44838,-112.07404,883.57289801237
"386",2013,"2",304.26,31986,31703,"Grand Rapids, MI","New York City, NY (Metropolitan Area)",19790,"DL",13810,0.57,272.05,150,0.09,275,0.05,0.16,"Grand Rapids, MI
(47.925705, -97.036068)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20132319863170319790DL",42.96336,-85.66809,40.71278,-74.00597,996.423521025771
"387",2012,"2",356.94,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",19790,"DL",39620,0.6,363.31,250,0.17,475,0.06,0.02,"Cincinnati, OH
(39.104427, -84.513808)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20122331053170319790DL",39.10312,-84.51202,40.71278,-74.00597,912.600854313309
"388",2014,"4",329.76,31066,31703,"Columbus, OH","New York City, NY (Metropolitan Area)",19790,"DL",27420,0.31,353.67,175,0.05,475,0.05,0.17,"Columbus, OH
(39.962649, -82.996216)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20144310663170319790DL",39.96118,-82.99879,40.71278,-74.00597,765.925335364936
"389",2014,"4",283.14,30397,34653,"Atlanta, GA (Metropolitan Area)","Tulsa, OK",19393,"WN",1520,0.1,234.89,150,0.08,325,0.09,0.07,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Tulsa, OK
(61.096484, -160.967455)","20144303973465319393WN",33.84982,-84.43827,36.15398,-95.99278,1081.69124500952
"390",2014,"2",300.95,30397,31986,"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",19790,"DL",14820,0.82,312.77,175,0.07,425,0.06,0.13,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Grand Rapids, MI
(47.925705, -97.036068)","20142303973198619790DL",33.84982,-84.43827,42.96336,-85.66809,1018.30845415471
"391",2014,"3",274.07,34100,30198,"Philadelphia, PA","Pittsburgh, PA",20355,"US",17400,0.47,276.64,150,0.06,400,0.06,0.02,"Philadelphia, PA
(39.951061, -75.16562)","Pittsburgh, PA
(40.442169, -79.994945)","20143341003019820355US",39.95258,-75.16522,40.44062,-79.99589,413.530970065596
"392",2015,"1",263.93,30977,35096,"Chicago, IL","Syracuse, NY",19977,"UA",2700,0.19,255.73,150,0.15,350,0.05,0.03,"Chicago, IL
(41.775002, -87.696388)","Syracuse, NY
(43.047945, -76.147448)","20151309773509619977UA",41.87811,-87.6298,43.04812,-76.14742,949.430122351463
"393",2013,"4",321.88,35412,30852,"Knoxville, TN","Washington, DC (Metropolitan Area)",19790,"DL",2830,0.17,340.8,125,0.07,425,0.06,0.32,"Knoxville, TN
(35.962631, -83.916677)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)","20134354123085219790DL",35.96064,-83.92074,39.12897,-77.37838,675.152409324652
"394",2012,"2",289.73,31650,30693,"Minneapolis/St. Paul, MN","Nashville, TN",19393,"WN",5720,0.21,255.52,200,0.08,400,0.08,0.0017,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Nashville, TN
(36.166687, -86.779932)","20122316503069319393WN",44.93748,-93.201,36.16266,-86.7816,1114.69532630839
"395",2012,"3",290.61,31986,31703,"Grand Rapids, MI","New York City, NY (Metropolitan Area)",19790,"DL",9650,0.45,236.71,125,0.05,275,0.05,0.12,"Grand Rapids, MI
(47.925705, -97.036068)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20123319863170319790DL",42.96336,-85.66809,40.71278,-74.00597,996.423521025771
"396",2012,"3",341.69,30977,33105,"Chicago, IL","Cincinnati, OH",19805,"AA",6960,0.27,306.14,100,0.07,500,0.08,0.5,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)","20123309773310519805AA",41.87811,-87.6298,39.10312,-84.51202,405.529313491306
"397",2012,"4",292.46,31295,30529,"Detroit, MI","Hartford, CT",20355,"US",3270,0.16,233,150,0.17,300,0.11,0.03,"Detroit, MI
(42.332916, -83.047853)","Hartford, CT
(41.765775, -72.673356)","20124312953052920355US",42.33143,-83.04575,41.7658,-72.67337,857.647439195629
"398",2015,"1",295.38,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19977,"UA",3560,0.1,326.67,175,0.13,600,0.06,0.17,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20151330443170319977UA",38.25266,-85.75846,40.71278,-74.00597,1043.43815246109
"399",2014,"2",338.36,31066,31703,"Columbus, OH","New York City, NY (Metropolitan Area)",19805,"AA",21930,0.24,330.74,175,0.12,650,0.05,0.17,"Columbus, OH
(39.962649, -82.996216)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20142310663170319805AA",39.96118,-82.99879,40.71278,-74.00597,765.925335364936
"400",2015,"1",305.98,30977,33105,"Chicago, IL","Cincinnati, OH",19977,"UA",5540,0.18,298.86,200,0.07,375,0.12,0.01,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)","20151309773310519977UA",41.87811,-87.6298,39.10312,-84.51202,405.529313491306
"401",2012,"1",118.81,30140,30325,"Albuquerque, NM","Denver, CO",19977,"UA",10700,0.22,145.43,75,0.1,200,0.07,0.09,"Albuquerque, NM
(35.084248, -106.649241)","Denver, CO
(39.738453, -104.984853)","20121301403032519977UA",35.08439,-106.65042,39.73924,-104.99025,537.57048600466
"402",2012,"3",284.81,32337,31650,"Indianapolis, IN","Minneapolis/St. Paul, MN",19790,"DL",21930,0.72,307.4,175,0.11,525,0.05,0.06,"Indianapolis, IN
(39.76845, -86.156212)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20123323373165019790DL",39.7684,-86.15807,44.93748,-93.201,814.514168710895
"403",2014,"4",285.1,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19393,"WN",5530,0.21,223.77,175,0.3,375,0.05,0,"Columbus, OH
(39.962649, -82.996216)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20144310663165019393WN",39.96118,-82.99879,44.93748,-93.201,1001.56185708247
"404",2015,"1",302.91,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",20355,"US",6460,0.24,305.99,125,0.16,350,0.21,0.22,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)","20151302553085220355US",34.73037,-86.5861,39.12897,-77.37838,952.06826653703
"405",2014,"4",325.81,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",19977,"UA",8170,0.2,356.88,200,0.13,525,0.2,0.01,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)","20144317033452419977UA",40.71278,-74.00597,37.54072,-77.43605,459.989339956391
"406",2015,"2",266.26,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",19393,"WN",5300,0.11,226.22,150,0.1,375,0.06,0.0057,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Columbus, OH
(39.962649, -82.996216)","20152307213106619393WN",42.36008,-71.05888,39.96118,-82.99879,1032.84283860022
"407",2013,"3",295.45,32337,31650,"Indianapolis, IN","Minneapolis/St. Paul, MN",19790,"DL",12320,0.41,305.52,175,0.21,550,0.1,0.13,"Indianapolis, IN
(39.76845, -86.156212)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20133323373165019790DL",39.7684,-86.15807,44.93748,-93.201,814.514168710895
"408",2014,"3",349.43,31066,31703,"Columbus, OH","New York City, NY (Metropolitan Area)",19790,"DL",12610,0.15,388.26,200,0.11,400,0.06,0.16,"Columbus, OH
(39.962649, -82.996216)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20143310663170319790DL",39.96118,-82.99879,40.71278,-74.00597,765.925335364936
"409",2013,"3",280.3,31650,30198,"Minneapolis/St. Paul, MN","Pittsburgh, PA",19790,"DL",8230,0.3,326.81,200,0.08,600,0.07,0.03,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Pittsburgh, PA
(40.442169, -79.994945)","20133316503019819790DL",44.93748,-93.201,40.44062,-79.99589,1186.80540693437
"410",2012,"2",295.4,31295,33198,"Detroit, MI","Kansas City, MO",19393,"WN",7950,0.3,246.73,200,0.2,325,0.2,0,"Detroit, MI
(42.332916, -83.047853)","Kansas City, MO
(39.099792, -94.578559)","20122312953319819393WN",42.33143,-83.04575,39.09973,-94.57857,1034.55276208901
"411",2014,"3",291.28,31295,33198,"Detroit, MI","Kansas City, MO",19790,"DL",7970,0.23,386,175,0.05,625,0.07,0.21,"Detroit, MI
(42.332916, -83.047853)","Kansas City, MO
(39.099792, -94.578559)","20143312953319819790DL",42.33143,-83.04575,39.09973,-94.57857,1034.55276208901
