tbl,Year,quarter,mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,1999,1,282,30977,33105,"Chicago, IL","Cincinnati, OH",19790,DL,28020,0.54,284,100,0.15,400,0.29,0.58,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",19991309773310519790DL
Table 5,2007,2,97.03,32211,30466,"Las Vegas, NV","Phoenix, AZ",19393,WN,204280,0.8,93.63,75,0.37,150,0.29,0.0004,"Las Vegas, NV
(36.169202, -115.140597)","Phoenix, AZ
(30.406931, -87.217578)",20072322113046619393WN
Table 5,2013,2,272.16,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19977,UA,22450,0.21,317.16,150,0.13,600,0.06,0.21,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)",20132317033019819977UA
Table 5,1997,1,267.62,30257,30977,"Albany, NY","Chicago, IL",19977,UA,6290,0.47,274.13,125,0.22,525,0.19,0.35,"Albany, NY
(42.651242, -73.755418)","Chicago, IL
(41.775002, -87.696388)",19971302573097719977UA
Table 5,2002,3,220.34,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",20355,US,20500,0.55,209.43,75,0.17,400,0.07,0.39,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)",20023317033452420355US
Table 5,2018,4,289.09,31066,34100,"Columbus, OH","Philadelphia, PA",19805,AA,12580,0.4509,296.29,200,0.1232,425,0.066,0.0183,,,20184310663410019805AA
Table 5,2008,3,329.09,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",19704,CO,9260,0.29,375.68,150,0.11,775,0.07,0.37,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20083306473165019704CO
Table 5,1999,2,78.38,30466,33570,"Phoenix, AZ","San Diego, CA",19991,HP,22420,0.2,82.06,75,0.73,100,0.11,0.02,"Phoenix, AZ
(30.406931, -87.217578)","San Diego, CA
(32.71576, -117.163817)",19992304663357019991HP
Table 5,1997,3,72.81,30194,32600,"Dallas/Fort Worth, TX","Little Rock, AR",19393,WN,51790,0.69,69.35,75,0.36,100,0.63,0,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Little Rock, AR
(34.748745, -92.275105)",19973301943260019393WN
Table 5,2000,3,274.05,31057,31703,"Charlotte, NC","New York City, NY (Metropolitan Area)",19704,CO,19220,0.16,262.28,100,0.07,475,0.18,0.43,"Charlotte, NC
(35.222936, -80.840161)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20003310573170319704CO
Table 5,2001,3,239.73,33667,34100,"Norfolk, VA (Metropolitan Area)","Philadelphia, PA",20355,US,13190,0.97,240.16,100,0.07,400,0.07,0.32,"Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)","Philadelphia, PA
(39.951061, -75.16562)",20013336673410020355US
Table 5,1998,2,276.95,30977,33105,"Chicago, IL","Cincinnati, OH",19790,DL,32590,0.55,281.2,100,0.12,400,0.3,0.56,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",19982309773310519790DL
Table 5,2000,3,253.28,31057,30647,"Charlotte, NC","Cleveland, OH (Metropolitan Area)",19704,CO,4850,0.23,281.38,100,0.07,450,0.06,0.47,"Charlotte, NC
(35.222936, -80.840161)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",20003310573064719704CO
Table 5,2009,4,272.32,31057,30693,"Charlotte, NC","Nashville, TN",20355,US,16050,0.89,274.09,75,0.05,400,0.07,0.67,"Charlotte, NC
(35.222936, -80.840161)","Nashville, TN
(36.166687, -86.779932)",20094310573069320355US
Table 5,1998,1,269.83,31057,31123,"Charlotte, NC","St. Louis, MO",20355,US,6970,0.46,268.76,75,0.07,475,0.1,0.52,"Charlotte, NC
(35.222936, -80.840161)","St. Louis, MO
(38.630276, -90.200309)",19981310573112320355US
Table 5,1999,4,227.23,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",19805,AA,11340,0.46,232.27,75,0.08,475,0.08,0.36,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Louisville, KY
(38.256078, -85.751569)",19994301943304419805AA
Table 5,2010,3,278.98,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",19790,DL,20280,0.93,280.16,150,0.12,250,0.07,0.16,"Cincinnati, OH
(39.104427, -84.513808)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20103331053165019790DL
Table 5,2012,3,112.03,31703,35096,"New York City, NY (Metropolitan Area)","Syracuse, NY",19790,DL,4620,0.14,115,75,0.41,225,0.05,0.07,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Syracuse, NY
(43.047945, -76.147448)",20123317033509619790DL
Table 5,2002,4,76.14,33198,31123,"Kansas City, MO","St. Louis, MO",19805,AA,16570,0.36,78.68,75,0.57,100,0.33,0.02,"Kansas City, MO
(39.099792, -94.578559)","St. Louis, MO
(38.630276, -90.200309)",20024331983112319805AA
Table 5,2002,1,239.99,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19704,CO,6950,0.28,285.21,100,0.05,600,0.05,0.42,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20021330443170319704CO
